time,Value
2020-07-31 22:42:40+00:00,0.7231863749056806
2020-07-31 22:52:36+00:00,0.7244798965182709
2020-07-31 23:02:28+00:00,0.7070173547483023
2020-07-31 23:12:35+00:00,0.7256656246631454
2020-07-31 23:22:32+00:00,0.7085264632963242
2020-07-31 23:32:36+00:00,0.7054004527325644
2020-07-31 23:42:39+00:00,0.7346124824835616
2020-07-31 23:52:31+00:00,0.6953756602349899
2020-07-31 18:52:27+00:00,0.7489490136897703
2020-07-31 19:02:37+00:00,0.7404333297402177
2020-07-31 19:12:32+00:00,0.7225396140993856
2020-07-31 19:22:31+00:00,0.7511048830440876
2020-07-31 19:32:43+00:00,0.7218928532930904
2020-07-31 19:42:34+00:00,0.7666271423951709
2020-07-31 19:52:42+00:00,0.7440983076425569
2020-07-31 17:22:30+00:00,0.7263123854694407
2020-07-31 18:02:33+00:00,0.7238331357119758
2020-07-31 18:12:36+00:00,0.7267435593403041
2020-07-31 18:22:27+00:00,0.6967769753152959
2020-07-31 18:32:31+00:00,0.7488412202220545
2020-07-31 18:42:38+00:00,0.7405411232079335
2020-07-31 15:02:36+00:00,0.7155330386978549
2020-07-31 16:12:35+00:00,0.7127304085372426
2020-07-31 16:22:30+00:00,0.6882612913657433
2020-07-31 16:32:25+00:00,0.6904171607200604
2020-07-31 16:42:28+00:00,0.7271747332111673
2020-07-31 14:42:38+00:00,0.7205993316805002
2020-07-31 14:52:24+00:00,0.6821170637059395
2020-07-31 13:52:30+00:00,0.7122992346663792
2020-07-31 14:02:22+00:00,0.7298695699040638
2020-07-31 14:12:29+00:00,0.6741403470949661
2020-07-31 14:22:23+00:00,0.6974237361215909
2020-07-31 14:32:23+00:00,0.7217850598253746
2020-07-31 09:42:29+00:00,0.7066939743451546
2020-07-31 09:52:26+00:00,0.7041069311199741
2020-07-31 10:02:27+00:00,0.6886924652366067
2020-07-31 10:12:21+00:00,0.7242643095828394
2020-07-31 10:22:21+00:00,0.7200603643419208
2020-07-31 10:32:24+00:00,0.7072329416837341
2020-07-31 10:42:23+00:00,0.7017354748302254
2020-07-31 08:42:22+00:00,0.7212460924867954
2020-07-31 09:22:31+00:00,0.6692896410477525
2020-07-31 09:32:16+00:00,0.7052926592648485
2020-07-31 06:52:26+00:00,0.6813625094319284
2020-07-31 07:02:34+00:00,0.6857820416082785
2020-07-31 07:12:12+00:00,0.7313786784520857
2020-07-31 07:22:16+00:00,0.6897703999137652
2020-07-31 07:32:18+00:00,0.7035679637813947
2020-07-31 07:42:31+00:00,0.6857820416082785
2020-07-31 07:52:15+00:00,0.6997951924113399
2020-07-31 04:42:25+00:00,0.6872911501563006
2020-07-31 06:12:08+00:00,0.7044303115231216
2020-07-31 06:32:20+00:00,0.7010887140239301
2020-07-31 06:42:20+00:00,0.6971003557184434
2020-07-31 02:02:17+00:00,0.6738169666918186
2020-07-31 03:12:13+00:00,0.7018432682979412
2020-07-31 00:42:06+00:00,0.7048614853939852
2020-07-31 01:02:16+00:00,0.6724156516115123
2020-07-31 01:12:20+00:00,0.6523660666163631
2020-07-31 01:52:11+00:00,0.7317020588552334
2020-07-31 00:11:58+00:00,0.6685350867737414
2020-07-31 00:22:09+00:00,0.7428047860299667
2020-07-31 00:32:12+00:00,0.6878301174948798
2020-07-30 21:42:02+00:00,0.6944055190255471
2020-07-30 22:52:08+00:00,0.6353346987172577
2020-07-30 23:02:09+00:00,0.6955912471704215
2020-07-30 19:22:13+00:00,0.7209227120836477
2020-07-30 20:32:13+00:00,0.6919262692680823
2020-07-30 18:42:00+00:00,0.7242643095828394
2020-07-30 18:52:06+00:00,0.6746793144335452
2020-07-30 19:02:15+00:00,0.6930042039452409
2020-07-30 19:12:07+00:00,0.7113290934569365
2020-07-30 16:42:09+00:00,0.7232941683733967
2020-07-30 16:51:57+00:00,0.6931119974129567
2020-07-30 17:02:01+00:00,0.7083108763608925
2020-07-30 17:11:56+00:00,0.7434515468362617
2020-07-30 17:22:13+00:00,0.7189824296647622
2020-07-30 17:32:09+00:00,0.7142395170852647
2020-07-30 17:42:08+00:00,0.6910639215263554
2020-07-30 14:51:54+00:00,0.7077719090223134
2020-07-30 15:01:54+00:00,0.7392476015953433
2020-07-30 15:12:04+00:00,0.7315942653875176
2020-07-30 15:22:03+00:00,0.6827638245122345
2020-07-30 15:32:10+00:00,0.6959146275735689
2020-07-30 15:42:07+00:00,0.6771585641910101
2020-07-30 15:51:57+00:00,0.7530451654629728
2020-07-30 12:52:01+00:00,0.6557076641155546
2020-07-30 14:01:55+00:00,0.7322410261938126
2020-07-30 14:11:57+00:00,0.7282526678883259
2020-07-30 14:22:00+00:00,0.7064783874097229
2020-07-30 14:32:01+00:00,0.6967769753152959
